condition_id,D,percentile,rule,class_name,n_eligible_in_D_gate,n_eligible_total_all_classes,n_selected,n_selected_total_all_classes,selection_rate_within_class,class_share_of_selection,small_eligible_denominator_flag,zero_eligible_denominator_flag,detection_metrics_available_in,per_class_point_removal
D15_p50_distance_only_matched,15.0,50,distance_only_matched,Car,1585,12139,782,6070,0.4933753943217666,0.12883031301482703,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p50_distance_only_matched,15.0,50,distance_only_matched,Pedestrian,10050,12139,5090,6070,0.5064676616915423,0.8385502471169687,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p50_distance_only_matched,15.0,50,distance_only_matched,Cyclist,504,12139,198,6070,0.39285714285714285,0.032619439868204286,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p70_density,15.0,70,density,Car,1585,12139,1229,3642,0.7753943217665615,0.33745194947830864,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p70_density,15.0,70,density,Pedestrian,10050,12139,2292,3642,0.22805970149253732,0.6293245469522241,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p70_density,15.0,70,density,Cyclist,504,12139,121,3642,0.2400793650793651,0.03322350356946733,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p70_distance_only_matched,15.0,70,distance_only_matched,Car,1585,12139,506,3642,0.3192429022082019,0.13893465129049973,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p70_distance_only_matched,15.0,70,distance_only_matched,Pedestrian,10050,12139,3025,3642,0.3009950248756219,0.8305875892366832,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p70_distance_only_matched,15.0,70,distance_only_matched,Cyclist,504,12139,111,3642,0.22023809523809523,0.030477759472817133,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p80_density,15.0,80,density,Car,1585,12139,1130,2428,0.7129337539432177,0.46540362438220756,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p80_density,15.0,80,density,Pedestrian,10050,12139,1242,2428,0.1235820895522388,0.5115321252059308,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p80_density,15.0,80,density,Cyclist,504,12139,56,2428,0.1111111111111111,0.023064250411861616,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p80_distance_only_matched,15.0,80,distance_only_matched,Car,1585,12139,404,2428,0.25488958990536276,0.16639209225700163,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p80_distance_only_matched,15.0,80,distance_only_matched,Pedestrian,10050,12139,1961,2428,0.19512437810945274,0.807660626029654,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p80_distance_only_matched,15.0,80,distance_only_matched,Cyclist,504,12139,63,2428,0.125,0.025947281713344317,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p90_density,15.0,90,density,Car,1585,12139,657,1214,0.41451104100946373,0.5411861614497528,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p90_density,15.0,90,density,Pedestrian,10050,12139,539,1214,0.0536318407960199,0.4439868204283361,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p90_density,15.0,90,density,Cyclist,504,12139,18,1214,0.03571428571428571,0.014827018121911038,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p90_distance_only_matched,15.0,90,distance_only_matched,Car,1585,12139,267,1214,0.16845425867507888,0.21993410214168038,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p90_distance_only_matched,15.0,90,distance_only_matched,Pedestrian,10050,12139,925,1214,0.09203980099502487,0.7619439868204283,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D15_p90_distance_only_matched,15.0,90,distance_only_matched,Cyclist,504,12139,22,1214,0.04365079365079365,0.018121911037891267,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p50_density,20.0,50,density,Car,2785,20757,2114,10379,0.7590664272890485,0.2036805087195298,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p50_density,20.0,50,density,Pedestrian,16888,20757,7679,10379,0.4547015632401705,0.7398593313421331,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p50_density,20.0,50,density,Cyclist,1084,20757,586,10379,0.540590405904059,0.05646015993833703,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p50_distance_only_matched,20.0,50,distance_only_matched,Car,2785,20757,1287,10379,0.4621184919210054,0.1240003853935832,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p50_distance_only_matched,20.0,50,distance_only_matched,Pedestrian,16888,20757,8715,10379,0.5160468972051161,0.8396762693901146,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p50_distance_only_matched,20.0,50,distance_only_matched,Cyclist,1084,20757,377,10379,0.3477859778597786,0.03632334521630215,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p70_density,20.0,70,density,Car,2785,20757,1910,6227,0.6858168761220825,0.3067287618435844,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p70_density,20.0,70,density,Pedestrian,16888,20757,4029,6227,0.23857176693510185,0.6470210374176971,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p70_density,20.0,70,density,Cyclist,1084,20757,288,6227,0.2656826568265683,0.04625020073871849,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p70_distance_only_matched,20.0,70,distance_only_matched,Car,2785,20757,796,6227,0.28581687612208256,0.1278304159306247,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p70_distance_only_matched,20.0,70,distance_only_matched,Pedestrian,16888,20757,5228,6227,0.3095689246802463,0.8395696161875703,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p70_distance_only_matched,20.0,70,distance_only_matched,Cyclist,1084,20757,203,6227,0.18726937269372693,0.03259996788180504,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p80_density,20.0,80,density,Car,2785,20757,1709,4152,0.6136445242369838,0.4116088631984586,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p80_density,20.0,80,density,Pedestrian,16888,20757,2289,4152,0.13554002842254856,0.5513005780346821,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p80_density,20.0,80,density,Cyclist,1084,20757,154,4152,0.14206642066420663,0.03709055876685934,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p80_distance_only_matched,20.0,80,distance_only_matched,Car,2785,20757,532,4152,0.1910233393177738,0.128131021194605,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p80_distance_only_matched,20.0,80,distance_only_matched,Pedestrian,16888,20757,3490,4152,0.20665561345333966,0.8405587668593449,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p80_distance_only_matched,20.0,80,distance_only_matched,Cyclist,1084,20757,130,4152,0.11992619926199262,0.0313102119460501,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p90_density,20.0,90,density,Car,2785,20757,1116,2076,0.4007181328545781,0.5375722543352601,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p90_density,20.0,90,density,Pedestrian,16888,20757,898,2076,0.05317385125532923,0.4325626204238921,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p90_density,20.0,90,density,Cyclist,1084,20757,62,2076,0.05719557195571956,0.029865125240847785,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p90_distance_only_matched,20.0,90,distance_only_matched,Car,2785,20757,367,2076,0.13177737881508078,0.17678227360308285,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p90_distance_only_matched,20.0,90,distance_only_matched,Pedestrian,16888,20757,1658,2076,0.09817621980104216,0.7986512524084779,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D20_p90_distance_only_matched,20.0,90,distance_only_matched,Cyclist,1084,20757,51,2076,0.0470479704797048,0.024566473988439308,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p50_density,22.5,50,density,Car,3527,25755,2522,12878,0.715055287779983,0.19583786302220843,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p50_density,22.5,50,density,Pedestrian,20776,25755,9558,12878,0.46005005775895264,0.7421959931666408,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p50_density,22.5,50,density,Cyclist,1452,25755,798,12878,0.5495867768595041,0.0619661438111508,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p50_distance_only_matched,22.5,50,distance_only_matched,Car,3527,25755,1682,12878,0.4768925432378792,0.13061034322099704,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p50_distance_only_matched,22.5,50,distance_only_matched,Pedestrian,20776,25755,10647,12878,0.512466307277628,0.8267588134803541,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p50_distance_only_matched,22.5,50,distance_only_matched,Cyclist,1452,25755,549,12878,0.378099173553719,0.04263084329864886,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p70_density,22.5,70,density,Car,3527,25755,2254,7727,0.6390700311879784,0.29170441309693285,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p70_density,22.5,70,density,Pedestrian,20776,25755,5060,7727,0.24355025028879476,0.6548466416461758,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p70_density,22.5,70,density,Cyclist,1452,25755,413,7727,0.284435261707989,0.05344894525689142,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p70_distance_only_matched,22.5,70,distance_only_matched,Car,3527,25755,977,7727,0.27700595406861356,0.1264397566972952,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p70_distance_only_matched,22.5,70,distance_only_matched,Pedestrian,20776,25755,6481,7727,0.3119464767038891,0.8387472499029377,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p70_distance_only_matched,22.5,70,distance_only_matched,Cyclist,1452,25755,269,7727,0.18526170798898073,0.03481299339976705,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p80_density,22.5,80,density,Car,3527,25755,2012,5151,0.5704564785937057,0.39060376625897886,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p80_density,22.5,80,density,Pedestrian,20776,25755,2908,5151,0.1399691952252599,0.5645505727043293,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p80_density,22.5,80,density,Cyclist,1452,25755,231,5151,0.1590909090909091,0.0448456610366919,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p80_distance_only_matched,22.5,80,distance_only_matched,Car,3527,25755,676,5151,0.19166430394102638,0.1312366530770724,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p80_distance_only_matched,22.5,80,distance_only_matched,Pedestrian,20776,25755,4310,5151,0.207450904890258,0.8367307318967191,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p80_distance_only_matched,22.5,80,distance_only_matched,Cyclist,1452,25755,165,5151,0.11363636363636363,0.0320326150262085,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p90_density,22.5,90,density,Car,3527,25755,1327,2576,0.3762404309611568,0.515139751552795,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p90_density,22.5,90,density,Pedestrian,20776,25755,1147,2576,0.05520793222949557,0.4452639751552795,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p90_density,22.5,90,density,Cyclist,1452,25755,102,2576,0.07024793388429752,0.039596273291925464,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p90_distance_only_matched,22.5,90,distance_only_matched,Car,3527,25755,438,2576,0.12418485965409697,0.17003105590062112,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p90_distance_only_matched,22.5,90,distance_only_matched,Pedestrian,20776,25755,2070,2576,0.0996341932999615,0.8035714285714286,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D22.5_p90_distance_only_matched,22.5,90,distance_only_matched,Cyclist,1452,25755,68,2576,0.046831955922865015,0.026397515527950312,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p50_density,30.0,50,density,Car,6197,43105,3859,21553,0.6227206712925609,0.1790470004175753,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p50_density,30.0,50,density,Pedestrian,34184,43105,16114,21553,0.4713901240346361,0.7476453393959077,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p50_density,30.0,50,density,Cyclist,2724,43105,1580,21553,0.580029368575624,0.07330766018651695,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p50_distance_only_matched,30.0,50,distance_only_matched,Car,6197,43105,2911,21553,0.4697434242375343,0.1350624043056651,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p50_distance_only_matched,30.0,50,distance_only_matched,Pedestrian,34184,43105,17498,21553,0.5118769014743739,0.811859137939034,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p50_distance_only_matched,30.0,50,distance_only_matched,Cyclist,2724,43105,1144,21553,0.4199706314243759,0.05307845775530089,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p70_density,30.0,70,density,Car,6197,43105,3199,12932,0.5162175246086816,0.2473708629755645,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p70_density,30.0,70,density,Pedestrian,34184,43105,8869,12932,0.259448864966066,0.6858181255799567,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p70_density,30.0,70,density,Cyclist,2724,43105,864,12932,0.31718061674008813,0.06681101144447882,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p70_distance_only_matched,30.0,70,distance_only_matched,Car,6197,43105,1691,12932,0.2728739712764241,0.13076090318589545,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p70_distance_only_matched,30.0,70,distance_only_matched,Pedestrian,34184,43105,10686,12932,0.31260238708167565,0.826322301268172,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p70_distance_only_matched,30.0,70,distance_only_matched,Cyclist,2724,43105,555,12932,0.20374449339207049,0.04291679554593257,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p80_density,30.0,80,density,Car,6197,43105,2766,8621,0.44634500564789414,0.3208444495998144,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p80_density,30.0,80,density,Pedestrian,34184,43105,5337,8621,0.15612567282939388,0.6190697134903144,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p80_density,30.0,80,density,Cyclist,2724,43105,518,8621,0.19016152716593246,0.060085836909871244,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p80_distance_only_matched,30.0,80,distance_only_matched,Car,6197,43105,1076,8621,0.17363240277553654,0.12481150678575571,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p80_distance_only_matched,30.0,80,distance_only_matched,Pedestrian,34184,43105,7238,8621,0.21173648490521882,0.8395777752000928,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p80_distance_only_matched,30.0,80,distance_only_matched,Cyclist,2724,43105,307,8621,0.11270190895741557,0.03561071801415149,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p90_density,30.0,90,density,Car,6197,43105,1822,4311,0.29401323220913345,0.422639758756669,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p90_density,30.0,90,density,Pedestrian,34184,43105,2229,4311,0.06520594430142757,0.5170494084899095,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p90_density,30.0,90,density,Cyclist,2724,43105,260,4311,0.09544787077826726,0.06031083275342148,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
D30_p90_distance_only_matched,30.0,90,distance_only_matched,Car,6197,43105,543,4311,0.08762304340810069,0.12595685455810718,False,False,classwise_metrics.csv (join on condition_id),"UNAVAILABLE -- point removal tracked only per-frame, not per-class, in this pipeline"
